"Word","Length","Freq_KF","Freq_HAL","Log_Freq_HAL"
"blethering","10","NULL","1","0.00"
"blethers","8","NULL","1","0.00"
"BLEVINS","7","NULL","202","5.31"
"blighter","8","NULL","22","3.09"
"blighters","9","NULL","28","3.33"
"blighting","9","NULL","1","0.00"
"blights","7","NULL","72","4.28"
"Blimpish","8","NULL","0","0.00"
"Blimps","6","NULL","66","4.19"
"blinder","7","NULL","56","4.03"
"blindest","8","NULL","7","1.95"
"blindfolding","12","NULL","38","3.64"
"blindfolds","10","NULL","64","4.16"
"blinkered","9","NULL","83","4.42"
"blinks","6","NULL","433","6.07"
"BLISH'S","7","NULL","13","2.56"
"blissfully","10","NULL","400","5.99"
"blissfulness","12","NULL","3","1.10"
"blistering","10","NULL","275","5.62"
"blisteringly","12","NULL","22","3.09"
"blithering","10","NULL","275","5.62"
"blitzed","7","NULL","66","4.19"
"blitzing","8","NULL","49","3.89"
"bloaters","8","NULL","3","1.10"
"bloating","8","NULL","152","5.02"
"bloats","6","NULL","16","2.77"
"blobs","5","NULL","417","6.03"
"bloc","4","76","924","6.83"
"BLOCH","5","NULL","417","6.03"
"blockaded","9","NULL","79","4.37"
"blockades","9","NULL","80","4.38"
"blockbusters","12","NULL","95","4.55"
"blockheads","10","NULL","35","3.56"
"blockhouses","11","NULL","8","2.08"
"blocs","5","NULL","122","4.80"
"BLOIS","5","NULL","26","3.26"
"BLOMDAHL","8","NULL","5","1.61"
"blonder","7","NULL","20","3.00"
"blondest","8","NULL","3","1.10"
"blonds","6","NULL","160","5.08"
"bloodbaths","10","NULL","27","3.30"
"bloodier","8","NULL","66","4.19"
"bloodily","8","NULL","27","3.30"
"bloodiness","10","NULL","23","3.14"
"blooding","8","NULL","12","2.48"
"bloodlessly","11","NULL","13","2.56"
"bloodlessness","13","NULL","0","0.00"
"BLOODSPOTS","10","NULL","0","0.00"
"bloodstreams","12","NULL","26","3.26"
"bloodsuckers","12","NULL","56","4.03"
"bloodthirstily","14","NULL","0","0.00"
"bloodthirstiness","16","NULL","12","2.48"
"bloomers","8","1","79","4.37"
"BLOOMFIELD","10","NULL","473","6.16"
"BLOOPS","6","NULL","5","1.61"
"blossoming","10","NULL","146","4.98"
"blotches","8","NULL","79","4.37"
"blotchier","9","NULL","0","0.00"
"blotchiest","10","NULL","0","0.00"
"blotchy","7","NULL","97","4.57"
"blotters","8","NULL","31","3.43"
"blowbacks","9","NULL","3","1.10"
"blowflies","9","NULL","1","0.00"
"blowguns","8","NULL","20","3.00"
"blowhards","9","NULL","51","3.93"
"blowholes","9","NULL","5","1.61"
"blowier","7","NULL","0","0.00"
"blowiest","8","NULL","0","0.00"
"blowlamp","8","NULL","3","1.10"
"blowlamps","9","NULL","1","0.00"
"blowouts","8","NULL","71","4.26"
"blowpipes","9","NULL","6","1.79"
"blowtorches","11","NULL","46","3.83"
"blowy","5","1","4","1.39"
"blowzy","6","NULL","8","2.08"
"blubbered","9","NULL","16","2.77"
"blubbering","10","NULL","76","4.33"
"blubbers","8","NULL","12","2.48"
"bludgeoned","10","NULL","59","4.08"
"bludgeoning","11","NULL","67","4.20"
"bludgeons","9","NULL","14","2.64"
"bluebag","7","NULL","0","0.00"
"bluebags","8","NULL","0","0.00"
"bluebeards","10","NULL","1","0.00"
"bluebells","9","NULL","23","3.14"
"bluebirds","9","NULL","67","4.20"
"BLUEBONNETS","11","NULL","14","2.64"
"BLUEBOOK","8","NULL","143","4.96"
"bluebottle","10","NULL","32","3.47"
"bluebottles","11","NULL","5","1.61"
"BLUEBUSH","8","NULL","0","0.00"
"bluecoats","9","NULL","253","5.53"
"blued","5","NULL","101","4.62"
"bluefishes","10","NULL","0","0.00"
"bluejackets","11","NULL","1","0.00"
"bluejays","8","NULL","37","3.61"
"blueness","8","NULL","15","2.71"
"bluer","5","NULL","50","3.91"
"bluest","6","NULL","39","3.66"
"bluestocking","12","1","2","0.69"
"bluestockings","13","NULL","46","3.83"
"bluffed","7","NULL","27","3.30"
"bluffer","7","NULL","10","2.30"
"bluffers","8","NULL","6","1.79"
"bluffly","7","NULL","0","0.00"
"bluffness","9","NULL","0","0.00"
"BLUM","4","NULL","1246","7.13"
"BLUMBERG","8","NULL","130","4.87"
"BLUME","5","NULL","223","5.41"
"BLUMENTHAL","10","NULL","176","5.17"
"blunderbuss","11","NULL","26","3.26"
"blunderbusses","13","NULL","6","1.79"
"blunderer","9","NULL","4","1.39"
"blunderers","10","NULL","2","0.69"
"blundering","10","NULL","77","4.34"
"bluntest","8","NULL","4","1.39"
"blunting","8","NULL","23","3.14"
"blurbs","6","NULL","224","5.41"
"blurring","8","NULL","374","5.92"
"blurs","5","NULL","146","4.98"
"blushingly","10","NULL","10","2.30"
"blusterer","9","NULL","4","1.39"
"blusterers","10","NULL","0","0.00"
"blustering","10","NULL","68","4.22"
"blusters","8","NULL","23","3.14"
"BLUTHENZWEIG","12","NULL","0","0.00"
"BLUTWURST","9","NULL","1","0.00"
"BLYTH","5","NULL","109","4.69"
"bo","2","NULL","10413","9.25"
"BO'SUN'S","8","NULL","1","0.00"
"BOADICEA","8","NULL","253","5.53"
"BOAL","4","NULL","47","3.85"
"boarders","8","NULL","417","6.03"
"boardrooms","10","NULL","45","3.81"
"boardwalks","10","NULL","13","2.56"
"boars","5","NULL","1585","7.37"
"boas","4","NULL","207","5.33"
"boasters","8","NULL","10","2.30"
"boastful","8","NULL","75","4.32"
"boastfulness","12","NULL","5","1.61"
"BOASTINGS","9","NULL","2","0.69"
"boated","6","NULL","32","3.47"
"BOATEL","6","NULL","1","0.00"
"BOATELS","7","NULL","0","0.00"
"boater","6","NULL","86","4.45"
"boatswain","9","3","29","3.37"
"boatswains","10","NULL","2","0.69"
"BOBBIE","6","NULL","1021","6.93"
"BOBBIE'S","8","NULL","89","4.49"
"bobbies","7","NULL","54","3.99"
"bobbins","7","NULL","96","4.56"
"BOBBSEY","7","NULL","43","3.76"
"bobcats","7","NULL","81","4.39"
"bobolinks","9","NULL","3","1.10"
"bobs","4","NULL","557","6.32"
"bobsledded","10","NULL","0","0.00"
"bobsledding","11","NULL","5","1.61"
"bobsleds","8","NULL","28","3.33"
"bobsleighed","11","NULL","0","0.00"
"bobsleighing","12","NULL","0","0.00"
"bobsleighs","10","NULL","0","0.00"
"bobtailed","9","NULL","3","1.10"
"bobtails","8","NULL","37","3.61"
"Boche","5","NULL","7","1.95"
"Boches","6","NULL","2","0.69"
"bocks","5","NULL","93","4.53"
"BOCKWURST","9","NULL","0","0.00"
"boded","5","NULL","5","1.61"
"BODENHEIM","9","NULL","0","0.00"
"BODHISATTVA","11","NULL","138","4.93"
"bodices","7","NULL","18","2.89"
"BODIN","5","NULL","77","4.34"
"boding","6","NULL","4","1.39"
"bodings","7","NULL","0","0.00"
"bodkin","6","1","37","3.61"
"bodkins","7","NULL","28","3.33"
"BODLEIAN","8","NULL","28","3.33"
"beholden","8","NULL","154","5.04"
"beholders","9","NULL","39","3.66"
"beholding","9","NULL","81","4.39"
"behove","6","NULL","2","0.69"
"behoved","7","NULL","2","0.69"
"behoves","7","NULL","17","2.83"
"behoving","8","NULL","0","0.00"
"BEIDERBECKE","11","NULL","10","2.30"
"BEIN","4","NULL","424","6.05"
"BEINGE","6","NULL","0","0.00"
"BEISMORTIER","11","NULL","0","0.00"
"bejewelled","10","NULL","3","1.10"
"bejewelling","11","NULL","0","0.00"
"bejewels","8","NULL","0","0.00"
"BEKKAI","6","NULL","0","0.00"
"BEL","3","NULL","1383","7.23"
"BELA","4","NULL","975","6.88"
"BELABORING","10","NULL","48","3.87"
"belabour","8","NULL","11","2.40"
"belaboured","10","NULL","10","2.30"
"belabouring","11","NULL","4","1.39"
"belabours","9","NULL","0","0.00"
"BELAFONTE","9","NULL","108","4.68"
"BELANGER","8","NULL","238","5.47"
"BELASCO","7","NULL","150","5.01"
"belay","5","NULL","416","6.03"
"belayed","7","NULL","14","2.64"
"belaying","8","NULL","65","4.17"
"belays","6","NULL","37","3.61"
"belches","7","NULL","54","3.99"
"beldame","7","1","0","0.00"
"beldames","8","NULL","0","0.00"
"beleaguered","11","NULL","167","5.12"
"beleaguering","12","NULL","0","0.00"
"beleaguers","10","NULL","0","0.00"
"belfries","8","NULL","1","0.00"
"BELGE","5","NULL","141","4.95"
"belie","5","1","82","4.41"
"belied","6","NULL","75","4.32"
"belies","6","NULL","165","5.11"
"BELIEVETH","9","NULL","200","5.30"
"Belisha","7","NULL","0","0.00"
"belittled","9","NULL","127","4.84"
"belittles","9","NULL","63","4.14"
"BELLA","5","NULL","580","6.36"
"belladonna","10","1","154","5.04"
"belladonnas","11","NULL","0","0.00"
"BELLAMY'S","9","NULL","8","2.08"
"BELLETCH","8","NULL","0","0.00"
"BELLEVILLE","10","NULL","205","5.32"
"bellflowers","11","NULL","0","0.00"
"bellicosity","11","1","8","2.08"
"belligerents","12","NULL","36","3.58"
"BELLINI","7","NULL","23","3.14"
"BELLWETHERS","11","NULL","2","0.69"
"BELLWOOD","8","NULL","17","2.83"
"bellyful","8","NULL","7","1.95"
"BELLYFULL","9","NULL","6","1.79"
"bellyfuls","9","NULL","0","0.00"
"BELMONT","7","NULL","1151","7.05"
"BELSHAZZAR","10","NULL","9","2.20"
"BELTON","6","NULL","114","4.74"
"beltways","8","NULL","1","0.00"
"BELVEDERE","9","2","210","5.35"
"BELVIDERE","9","NULL","17","2.83"
"belying","7","NULL","25","3.22"
"BELZEC","6","NULL","385","5.95"
"BEMADDENING","11","NULL","0","0.00"
"BEMAN","5","NULL","34","3.53"
"bemoaned","8","NULL","70","4.25"
"bemoaning","9","NULL","160","5.08"
"bemused","7","NULL","281","5.64"
"bemuses","7","NULL","1","0.00"
"bemusing","8","NULL","10","2.30"
"bencher","7","NULL","18","2.89"
"benchers","8","NULL","10","2.30"
"benedick","8","NULL","14","2.64"
"benedicks","9","NULL","1","0.00"
"Benedictines","12","NULL","9","2.20"
"benedictions","12","NULL","52","3.95"
"Benedictus","10","NULL","19","2.94"
"benefactions","12","NULL","3","1.10"
"benefactors","11","NULL","152","5.02"
"benefactress","12","NULL","7","1.95"
"benefactresses","14","NULL","0","0.00"
"beneficed","9","NULL","0","0.00"
"beneficently","12","NULL","3","1.10"
"benefices","9","NULL","6","1.79"
"beneficially","12","NULL","28","3.33"
"beneficing","10","NULL","0","0.00"
"benefiting","10","NULL","353","5.87"
"BENELUX","7","NULL","231","5.44"
"BENESI","6","NULL","1","0.00"
"BENET","5","NULL","56","4.03"
"BENET'S","7","NULL","9","2.20"
"BENETS","6","NULL","0","0.00"
"benevolently","12","NULL","66","4.19"
"Bengalese","9","NULL","2","0.69"
"Bengali","7","NULL","930","6.84"
"Bengalis","8","NULL","260","5.56"
"benighted","9","2","145","4.98"
"benightedly","11","NULL","3","1.10"
"benignant","9","NULL","2","0.69"
"benignantly","11","NULL","0","0.00"
"benignities","11","NULL","0","0.00"
"benignity","9","NULL","2","0.69"
"benignly","8","NULL","32","3.47"
"Benin","5","NULL","130","4.87"
"Beninese","8","NULL","0","0.00"
"BENINGTON","9","NULL","5","1.61"
"BENITA","6","NULL","39","3.66"
"BENNETT","7","NULL","4989","8.51"
"BENNINGTON","10","NULL","143","4.96"
"BENNY","5","NULL","1206","7.10"
"BENOIT","6","NULL","1119","7.02"
"bens","4","NULL","257","5.55"
"BENSON","6","NULL","2567","7.85"
"BENSON'S","8","NULL","71","4.26"
"BENTHAM","7","NULL","87","4.47"
"BENTLEY","7","NULL","1652","7.41"
"BENTLEYS","8","NULL","28","3.33"
"bents","5","NULL","31","3.43"
"benumbed","8","NULL","11","2.40"
"Benzedrine","10","NULL","24","3.18"
"BENZELL","7","NULL","0","0.00"
"benzine","7","NULL","22","3.09"
"benzol","6","1","3","1.10"
"BEOWULF'S","9","NULL","2","0.69"
"bequeathing","11","NULL","6","1.79"
"bequeaths","9","NULL","1","0.00"
"berates","7","NULL","49","3.89"
"berating","8","NULL","158","5.06"
"BERCHE","6","NULL","2","0.69"
"BEREA","5","NULL","86","4.45"
"bereaved","8","NULL","54","3.99"
"bereaves","8","NULL","3","1.10"
"bereaving","9","NULL","2","0.69"
"berets","6","NULL","211","5.35"
"BERG'S","6","NULL","72","4.28"
"BERGAMASCHI","11","NULL","3","1.10"
"BERGER","6","NULL","1473","7.30"
"BERGER'S","8","NULL","102","4.62"
"bergs","5","NULL","119","4.78"
"BERGSON","7","NULL","59","4.08"
"BERIBBONED","10","NULL","6","1.79"
"beriberi","8","2","2","0.69"
"BERINGER","8","NULL","30","3.40"
"berk","4","NULL","171","5.14"
"BERKELY","7","NULL","250","5.52"
"BERKMAN","7","NULL","303","5.71"
"berks","5","NULL","256","5.55"
"BERKSHIRES","10","NULL","23","3.14"
"BERLE","5","NULL","94","4.54"
"BERLIOZ","7","NULL","224","5.41"
"BERLITZ","7","NULL","154","5.04"
"BERMAN","6","NULL","1273","7.15"
"BERMAN'S","8","NULL","45","3.81"
"Bermudan","8","NULL","1","0.00"
"Bermudans","9","NULL","0","0.00"
"BERNADINE'S","11","NULL","0","0.00"
"BERNARDINE","10","NULL","4","1.39"
"BERNARDO","8","NULL","621","6.43"
"BERNE","5","NULL","462","6.14"
"BERNET","6","NULL","7","1.95"
"BERNHARD","8","NULL","867","6.77"
"BERNHARDT","9","NULL","436","6.08"
"BERNIE","6","NULL","2431","7.80"
"BERNIECE","8","NULL","6","1.79"
"BERNINI","7","NULL","15","2.71"
"BERNINI'S","9","NULL","0","0.00"
"BERNOULLI","9","NULL","829","6.72"
"BERNSTEIN","9","NULL","1883","7.54"
"BERONIO","7","NULL","0","0.00"
"BERRA","5","NULL","239","5.48"
"BERRA'S","7","NULL","7","1.95"
"BERRELLEZ","9","NULL","0","0.00"
"BERRY'S","7","NULL","77","4.34"
"BERTEROS","8","NULL","0","0.00"
"berthed","7","NULL","28","3.33"
"BERTHELIER","10","NULL","0","0.00"
"berthing","8","NULL","57","4.04"
"berths","6","NULL","96","4.56"
"BERTO","5","NULL","34","3.53"
"BERTO'S","7","NULL","0","0.00"
"BERTOIA","7","NULL","7","1.95"
"BERTON","6","NULL","118","4.77"
"BERTORELLI","10","NULL","1","0.00"
"BERTRAND","8","NULL","1179","7.07"
"beryl","5","2","385","5.95"
"BERYLLIUM","9","1","79","4.37"
"beryls","6","NULL","1","0.00"
"beseeched","9","NULL","7","1.95"
"beseeches","9","NULL","7","1.95"
"beseeching","10","NULL","13","2.56"
"beseechingly","12","NULL","4","1.39"
"beseem","6","NULL","1","0.00"
"beseemed","8","NULL","1","0.00"
"beseeming","9","NULL","0","0.00"
"beseems","7","NULL","3","1.10"
"besieger","8","NULL","1","0.00"
"besieges","8","NULL","0","0.00"
"besmeared","9","NULL","2","0.69"
"besmearing","10","NULL","0","0.00"
"besmears","8","NULL","0","0.00"
"besmirches","10","NULL","3","1.10"
"besom","5","1","2","0.69"
"besoms","6","NULL","0","0.00"
"besotted","8","1","32","3.47"
"besought","8","NULL","22","3.09"
"bespangled","10","NULL","1","0.00"
"bespattered","11","NULL","3","1.10"
"bespeak","7","NULL","17","2.83"
"bespeaking","10","NULL","1","0.00"
"bespeaks","8","NULL","39","3.66"
"BESPECTACLED","12","NULL","60","4.09"
"bespoke","7","NULL","59","4.08"
"bespoken","8","NULL","0","0.00"
"BESS","4","NULL","320","5.77"
"BESSARABIA","10","NULL","90","4.50"
"BESSET","6","NULL","1","0.00"
"BESSIE","6","NULL","257","5.55"
"BEST'S","6","NULL","22","3.09"
"BESTER","6","NULL","568","6.34"
"BESTES","6","NULL","8","2.08"
"bestialities","12","NULL","0","0.00"
"bestially","9","NULL","2","0.69"
"bestiaries","10","NULL","1","0.00"
"bestiary","8","NULL","340","5.83"
"BESTIMMUNG","10","NULL","7","1.95"
"besting","7","NULL","46","3.83"
"bestir","6","1","4","1.39"
"bestirred","9","NULL","1","0.00"
"bestirring","10","NULL","1","0.00"
"bestirs","7","NULL","3","1.10"
"bestowing","9","NULL","107","4.67"
"bestows","7","NULL","118","4.77"
"bestrew","7","NULL","1","0.00"
"bestrewed","9","NULL","0","0.00"
"bestrewing","10","NULL","0","0.00"
"bestrewn","8","NULL","1","0.00"
"bestrews","8","NULL","0","0.00"
"bestrid","7","NULL","0","0.00"
"bestridden","10","NULL","0","0.00"
"bestride","8","NULL","1","0.00"
"bestrides","9","NULL","6","1.79"
"bestriding","10","NULL","1","0.00"
"bestrode","8","NULL","1","0.00"
"bests","5","NULL","93","4.53"
"betake","6","1","5","1.61"
"betaken","7","NULL","6","1.79"
"betakes","7","NULL","0","0.00"
"betaking","8","NULL","7","1.95"
"BETANCOURT","10","NULL","65","4.17"
"betas","5","NULL","1226","7.11"
"BETE","4","NULL","141","4.95"
"betel","5","NULL","26","3.26"
"bethel","6","1","340","5.83"
"bethels","7","NULL","0","0.00"
"bethink","7","1","1","0.00"
"bethinking","10","NULL","0","0.00"
"bethinks","8","NULL","0","0.00"
"bethought","9","NULL","0","0.00"
"betimes","7","NULL","3","1.10"
"betoken","7","NULL","5","1.61"
"betokened","9","NULL","2","0.69"
"betokening","10","NULL","2","0.69"
"betokens","8","NULL","1","0.00"
"betook","6","NULL","3","1.10"
"betrayals","9","NULL","69","4.23"
"betrayers","9","NULL","14","2.64"
"betrothals","10","NULL","1","0.00"
"betrothing","10","NULL","3","1.10"
"betroths","8","NULL","0","0.00"
"BETSEY","6","NULL","75","4.32"
"BETSY","5","NULL","1472","7.29"
"betted","6","NULL","7","1.95"
"bettered","8","NULL","81","4.39"
"BETTIES","7","NULL","2","0.69"
"bevelled","8","NULL","43","3.76"
"bevelling","9","NULL","4","1.39"
"BEVERLY","7","NULL","5209","8.56"
"bevies","6","NULL","6","1.79"
"BEVO","4","NULL","11","2.40"
"BEVOR","5","NULL","117","4.76"
"bevy","4","3","102","4.62"
"bewailed","8","NULL","3","1.10"
"bewailing","9","NULL","14","2.64"
"bewails","7","NULL","1","0.00"
"BEWHISKERED","11","NULL","49","3.89"
"bewildering","11","NULL","214","5.37"
"bewitches","9","NULL","4","1.39"
"bewitchingly","12","NULL","1","0.00"
"BEXAR","5","NULL","43","3.76"
"bey","3","NULL","807","6.69"
"BEYELER","7","NULL","0","0.00"
"beys","4","NULL","7","1.95"
"bezique","7","NULL","10","2.30"
"bhang","5","NULL","32","3.47"
"BHOY","4","NULL","5","1.61"
"Bhutani","7","NULL","6","1.79"
"Bhutanis","8","NULL","0","0.00"
"BI","2","NULL","13794","9.53"
"BIANCO","6","NULL","344","5.84"
"biassed","7","NULL","62","4.13"
"biasses","7","NULL","28","3.33"
"biassing","8","NULL","0","0.00"
"BIBB","4","NULL","51","3.93"
"bibbed","6","NULL","1","0.00"
"bibbing","7","NULL","0","0.00"
"bibliographers","14","NULL","13","2.56"
"bibs","4","NULL","144","4.97"
"bibulous","8","1","5","1.61"
"bicarb","6","NULL","31","3.43"
"bicentenaries","13","NULL","0","0.00"
"bicentenary","11","NULL","9","2.20"
"bicentennials","13","NULL","2","0.69"
"BICH","4","NULL","99","4.60"
"BICHES","6","NULL","2","0.69"
"bickered","8","NULL","14","2.64"
"bickers","7","NULL","116","4.75"
"BICONCAVE","9","NULL","0","0.00"
"bicycled","8","NULL","15","2.71"
"bicycling","9","NULL","941","6.85"
"bicyclists","10","NULL","354","5.87"
"biddable","8","NULL","29","3.37"
"bidden","6","1","70","4.25"
"BIDDIES","7","NULL","5","1.61"
"BIDDLE","6","NULL","176","5.17"
"bidets","6","NULL","11","2.40"
"BIEN","4","NULL","5755","8.66"
"biennially","10","NULL","16","2.77"
"biennials","9","NULL","1","0.00"
"BIENNIUM","8","NULL","10","2.30"
"BIENVILLE","9","NULL","4","1.39"
"bier","4","NULL","240","5.48"
"BIERCE","6","NULL","489","6.19"
"biers","5","NULL","7","1.95"
"BIETNAR","7","NULL","0","0.00"
"biff","4","NULL","971","6.88"
"biffed","6","NULL","16","2.77"
"biffing","7","NULL","40","3.69"
"biffs","5","NULL","12","2.48"
"bifurcated","10","NULL","26","3.26"
"bifurcates","10","NULL","16","2.77"
"bifurcating","11","NULL","13","2.56"
"bifurcations","12","NULL","36","3.58"
"bifurcation","11","1","130","4.87"
"bigamists","9","NULL","6","1.79"
"bigamous","8","NULL","5","1.61"
"bigamously","10","NULL","3","1.10"
"bigheads","8","NULL","0","0.00"
"bight","5","10","40","3.69"
"bights","6","NULL","10","2.30"
"bigotedly","9","NULL","10","2.30"
"bigotries","9","NULL","57","4.04"
"bigotry","7","NULL","2538","7.84"
"bigwigs","7","NULL","106","4.66"
"BIJOUTERIE","10","NULL","1","0.00"
"bijoux","6","NULL","20","3.00"
"biked","5","NULL","79","4.37"
"bikes","5","NULL","5319","8.58"
"biking","6","NULL","1520","7.33"
"bilabials","9","NULL","0","0.00"
"bilateralism","12","NULL","0","0.00"
"billionths","10","NULL","22","3.09"
"billowing","9","NULL","144","4.97"
"billowy","7","NULL","30","3.40"
"bilaterally","11","NULL","58","4.06"
"bilberries","10","NULL","17","2.83"
"bilberry","8","NULL","14","2.64"
"bilharzia","9","NULL","7","1.95"
"BILHARZIASIS","12","NULL","1","0.00"
"bilinguals","10","NULL","4","1.39"
"bilious","7","1","23","3.14"
"biliousness","11","NULL","5","1.61"
"bilking","7","NULL","23","3.14"
"bilks","5","NULL","1","0.00"
"billet","6","1","114","4.74"
"billeted","8","NULL","20","3.00"
"billeting","9","NULL","15","2.71"
"billets","7","NULL","61","4.11"
"billfolds","9","NULL","2","0.69"
"billhooks","9","NULL","1","0.00"
"BILLIE","6","NULL","1151","7.05"
"billies","7","NULL","17","2.83"
"BILLIKEN","8","NULL","7","1.95"
"BILLIKENS","9","NULL","16","2.77"
"BILLINGS","8","NULL","763","6.64"
"billingsgate","12","1","1","0.00"
"billposter","10","NULL","2","0.69"
"billposters","11","NULL","0","0.00"
